Country,YearsCode,YearsCodePro,WorkExp,DevType,Age,EdLevel,LanguageHaveWorkedWith,ConvertedCompYearly
Other,10.0,3.0,3.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C++;Python;Rust,24751.0
Netherlands,3.0,2.0,,Scientist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",MATLAB;Python;R,85672.0
Other,15.0,7.0,8.0,Data or business analyst,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Groovy;HTML/CSS;Java;JavaScript;Python;SQL,14069.0
India,9.0,5.0,6.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Java;Python;SQL,43621.0
Spain,15.0,8.0,8.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Java;Scala;SQL,44978.0
Germany,15.0,2.0,2.0,"Engineer, data",25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);JavaScript;Lua;Python;SQL,107090.0
United Kingdom of Great Britain and Northern Ireland,6.0,4.0,4.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Groovy;HTML/CSS;Python;SQL;VBA,93104.0
Austria,16.0,14.0,15.0,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);C;C++;Fortran;MATLAB;Python;R;SQL,89955.0
France,9.0,3.0,3.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Elixir;Erlang;Python;Scala,38017.0
United Kingdom of Great Britain and Northern Ireland,7.0,0.5,1.0,Data or business analyst,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;Java;Python,41586.0
Belgium,6.0,1.0,,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Java;Python;SQL,32127.0
France,8.0,4.0,5.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;VBA,36410.0
Germany,3.0,0.5,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;Python;SQL,44763.0
Other,28.0,20.0,,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Delphi;MATLAB;Python;R;SQL;VBA,37966.0
Netherlands,30.0,5.0,,"Engineer, data",45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Java;JavaScript;Python,57828.0
Other,1.0,0.5,7.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,20347.0
Other,18.0,13.0,,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Scala,68240.0
India,24.0,10.0,,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,48468.0
United States of America,20.0,16.0,24.0,Scientist,45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",R,120000.0
United States of America,7.0,6.0,3.0,Data scientist or machine learning specialist,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C++;Dart;HTML/CSS;JavaScript;Lua;Python;R;Rust;SQL;TypeScript,100000.0
United Kingdom of Great Britain and Northern Ireland,8.0,2.0,,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C#;Python,40966.0
Brazil,5.0,1.0,1.0,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,14607.0
United Kingdom of Great Britain and Northern Ireland,30.0,23.0,26.0,"Engineer, data",45-54 years old,Some college/university study without earning a degree,HTML/CSS;Java;JavaScript;Python;SQL,148966.0
Netherlands,8.0,2.0,2.0,Scientist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;TypeScript,48190.0
United Kingdom of Great Britain and Northern Ireland,16.0,8.0,,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Groovy;Java;JavaScript;Python;TypeScript,136552.0
Brazil,6.0,2.0,2.0,Data or business analyst,35-44 years old,Some college/university study without earning a degree,SQL;VBA,12684.0
Other,13.0,7.0,7.0,"Engineer, data",25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Bash/Shell (all shells);C++;Java;JavaScript;Python,69787.0
United States of America,23.0,15.0,15.0,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;SQL,160000.0
Germany,5.0,4.0,5.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;Python;SQL,72821.0
United States of America,23.0,23.0,20.0,"Engineer, data",45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Go;Python;SQL,98000.0
Other,9.0,8.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Julia;Python;R;SQL,79246.0
Sweden,7.0,2.0,2.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,44228.0
United Kingdom of Great Britain and Northern Ireland,12.0,2.0,25.0,"Engineer, data",45-54 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Python,69517.0
Germany,10.0,8.0,,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL,66396.0
France,13.0,4.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,55151.0
United Kingdom of Great Britain and Northern Ireland,5.0,1.0,1.0,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SAS;SQL,55862.0
France,8.0,2.0,1.0,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;HTML/CSS;Java;JavaScript;PHP;Prolog;Python;R;SQL,44978.0
United Kingdom of Great Britain and Northern Ireland,4.0,0.5,,"Engineer, data",18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;Python,21103.0
United States of America,8.0,6.0,17.0,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;R;SQL,120000.0
United States of America,10.0,5.0,5.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;SQL,404000.0
United States of America,16.0,10.0,15.0,"Engineer, data",45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;HTML/CSS;JavaScript;PowerShell;R;SAS;SQL,125000.0
Canada,4.0,3.0,,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Kotlin;Python;SQL,78813.0
United States of America,25.0,19.0,18.0,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;Python;Rust;Scala,280000.0
Poland,6.0,3.0,3.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Dart;HTML/CSS;PowerShell;Python;SAS;SQL,21749.0
Brazil,10.0,5.0,,Data scientist or machine learning specialist,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,2637.0
United States of America,10.0,6.0,,Scientist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",JavaScript;Python,67000.0
United States of America,9.0,8.0,8.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Clojure;HTML/CSS;Python;R;SQL,103800.0
United States of America,5.0,2.0,4.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;PowerShell;Python;R,87720.0
United States of America,7.0,3.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,70000.0
Other,15.0,10.0,15.0,Data or business analyst,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;PHP;SQL,18320.0
United Kingdom of Great Britain and Northern Ireland,9.0,8.0,8.0,Scientist,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Python,80690.0
United States of America,10.0,5.0,6.0,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C#;SQL,135000.0
Belgium,7.0,0.5,,"Engineer, data",18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Go;PowerShell;Python;Ruby;SQL;TypeScript,46049.0
Belgium,25.0,17.0,17.0,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Python;R;SQL,154209.0
United Kingdom of Great Britain and Northern Ireland,4.0,4.0,6.0,Scientist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;R;SQL,93104.0
United Kingdom of Great Britain and Northern Ireland,5.0,2.0,,Data scientist or machine learning specialist,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;R;SQL,39724.0
United States of America,23.0,12.0,22.0,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Julia;Python;R;SQL,160000.0
Other,17.0,8.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;Go;HTML/CSS;JavaScript;PHP;SQL,37481.0
Brazil,2.0,1.0,1.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,21911.0
New Zealand,16.0,6.0,,Data or business analyst,25-34 years old,Some college/university study without earning a degree,Java;VBA,182106.0
United States of America,26.0,26.0,26.0,Data scientist or machine learning specialist,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;JavaScript;Objective-C;Python;SQL;TypeScript,250000.0
United States of America,17.0,14.0,15.0,Data scientist or machine learning specialist,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,120000.0
United States of America,15.0,11.0,11.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Dart;Python;R;Solidity;SQL;TypeScript,195000.0
United States of America,15.0,2.0,10.0,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Go;JavaScript;Julia;MATLAB;Python,205000.0
Australia,14.0,12.0,,Data or business analyst,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript;Python;SQL;VBA,79325.0
United States of America,38.0,35.0,,"Engineer, data",55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Ada;Bash/Shell (all shells);PowerShell;Python;Scala;SQL,144000.0
United States of America,6.0,1.0,5.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C;C#;C++;Go;Python;SQL;VBA,42000.0
Canada,29.0,10.0,,Scientist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);C++;Python,92939.0
Australia,20.0,15.0,20.0,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python;R;SQL,198312.0
United States of America,25.0,24.0,24.0,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C#;JavaScript;Python;SQL,192000.0
Other,7.0,2.0,2.0,Data or business analyst,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;Scala;SQL,14069.0
Australia,13.0,7.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL;TypeScript,107088.0
Germany,25.0,10.0,10.0,Scientist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);C++;Fortran,67466.0
Switzerland,4.0,3.0,3.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java;Rust;SQL,110216.0
India,0.5,2.0,10.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;VBA,30292.0
Other,10.0,5.0,,Data scientist or machine learning specialist,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;Python;SQL,12410.0
Netherlands,6.0,5.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL;Swift,64254.0
Australia,25.0,22.0,,Data or business analyst,45-54 years old,Some college/university study without earning a degree,HTML/CSS;Java;JavaScript;PHP,118987.0
Netherlands,3.0,2.0,2.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SQL,53545.0
United Kingdom of Great Britain and Northern Ireland,3.0,1.0,,"Engineer, data",18-24 years old,"Associate degree (A.A., A.S., etc.)",HTML/CSS;Python;Scala;SQL,23462.0
Germany,25.0,20.0,,Scientist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",C++;Python;Rust;TypeScript,69608.0
Other,16.0,14.0,14.0,"Engineer, data",35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Clojure;Groovy;Java;Python;SQL,81888.0
Australia,2.0,0.5,,Data or business analyst,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,83291.0
Other,9.0,5.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Go;Python,44978.0
India,6.0,2.0,1.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C++;Java;Julia;MATLAB;Python;R;SQL,2181.0
Canada,12.0,5.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Go;Python,178443.0
United States of America,32.0,30.0,30.0,Data or business analyst,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Delphi;SQL,100000.0
United States of America,10.0,3.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;SQL,115000.0
United States of America,8.0,6.0,6.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);JavaScript;Python;SQL,140000.0
Israel,29.0,27.0,,Data scientist or machine learning specialist,55-64 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;C#;C++;Java;MATLAB;Python,144331.0
India,4.0,2.0,,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,8482.0
Germany,32.0,22.0,,"Engineer, data",45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SQL,107090.0
United States of America,12.0,9.0,9.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;R;SQL,260000.0
Other,12.0,5.0,4.0,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,82889.0
France,10.0,5.0,5.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);C++;HTML/CSS;JavaScript;SQL,47119.0
United States of America,23.0,17.0,,"Engineer, data",35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python;SQL,200000.0
Brazil,13.0,11.0,12.0,Data or business analyst,35-44 years old,Some college/university study without earning a degree,Python;Rust,47067.0
Spain,8.0,4.0,9.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",C;Python,85672.0
United States of America,12.0,5.0,8.0,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SQL,200000.0
United States of America,6.0,3.0,,"Engineer, data",45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);C++;HTML/CSS;Python;SQL,12000.0
France,32.0,26.0,26.0,Scientist,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Assembly;Bash/Shell (all shells);C;Perl,85672.0
United States of America,40.0,23.0,23.0,"Engineer, data",45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",PowerShell;Python;SQL,175000.0
United States of America,20.0,13.0,,Data or business analyst,25-34 years old,"Associate degree (A.A., A.S., etc.)",C#;HTML/CSS;JavaScript;SQL,140000.0
India,9.0,5.0,5.0,"Engineer, data",25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS;JavaScript;Python;R;SQL;TypeScript,18902.0
Other,23.0,19.0,20.0,"Engineer, data",35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SQL,7000.0
India,5.0,1.0,1.0,Data scientist or machine learning specialist,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,9694.0
United States of America,6.0,4.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python;SQL,120000.0
Other,1.0,6.0,,Data or business analyst,25-34 years old,"Associate degree (A.A., A.S., etc.)",R;SQL,14433.0
Brazil,4.0,2.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);HTML/CSS;JavaScript;MATLAB;Python;SQL;VBA,11744.0
Other,15.0,10.0,9.0,Data scientist or machine learning specialist,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Bash/Shell (all shells);Python;SQL;VBA,60000.0
United Kingdom of Great Britain and Northern Ireland,2.0,2.0,,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;SQL;VBA,36000.0
United States of America,4.0,4.0,,Data scientist or machine learning specialist,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python;R;SQL,110000.0
Other,8.0,6.0,,"Engineer, data",18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Bash/Shell (all shells);Python,50000.0
United States of America,4.0,3.0,8.0,Data or business analyst,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,215000.0
United States of America,7.0,3.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Groovy;Java;Kotlin;Python,92000.0
United States of America,4.0,2.0,,"Engineer, data",25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",HTML/CSS;Python;R;SQL,110000.0
United States of America,20.0,8.0,15.0,Data or business analyst,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Bash/Shell (all shells);Python;SAS;SQL,66000.0
